setting,mode,controller,rows,episodes,success,final_error,tail_error,path_efficiency,total_command,calibration_error,condition,excitation,overshoot_rate,event_count,peak_event_error,recovery_steps,initial_to_final_drift,success_stderr
delay0,severe_random_walk,calibration_state,3,24,1.0,0.00161757957033139,0.03812073320334089,0.19730182224002304,3.4772321515575637,0.28381919350855406,1.4686151368119325,1.5387444291299718e-05,0.012499999999999999,0.0,0.0,nan,0.468185312331804,0.0
delay0,severe_random_walk,delayed_oracle,3,24,1.0,0.0015324579752558469,0.03916200555676257,0.2024904710739437,3.390440776004242,0.0,1.4223490712365885,5.85836554504339e-06,0.013020833333333334,0.0,0.0,nan,0.468185312331804,0.0
delay0,severe_random_walk,frozen_start_calibration,3,24,0.9583333333333334,0.014588737484042361,0.08330791860221114,0.19355960991010976,3.533409264105597,0.4694329635248489,1.344924743611683,6.524521637486276e-05,0.0,0.0,0.0,nan,0.468185312331804,0.03897559777889522
delay0,severe_random_walk,matrix_no_policy,3,24,0.75,0.053768047426330394,0.1578657352606115,0.18038103656995497,3.7554452891583985,0.20867421425215116,1.4299475748035322,7.613667818508919e-05,0.0,0.0,0.0,nan,0.468185312331804,0.09603003085235003
delay0,severe_random_walk,oracle,3,24,1.0,0.0015324579752558469,0.03916200555676257,0.2024904710739437,3.390440776004242,0.0,1.4223490712365885,5.85836554504339e-06,0.013020833333333334,0.0,0.0,nan,0.468185312331804,0.0
delay0,severe_random_walk,random_state,3,24,0.625,0.13385499329860992,0.2511276817460693,0.15588033327022335,4.427169906086916,1.014607519074536,1.4954135114484675,0.00028420083769497537,0.004166666666666667,0.0,0.0,nan,0.468185312331804,0.15308446392580483
delay0,severe_random_walk,scalar_context,3,24,0.5833333333333334,0.09808318213232407,0.24982974378944264,0.19174794438870255,3.5724960045006244,0.7394051684768407,1.0,4.294786974962442e-05,0.0,0.0,0.0,nan,0.468185312331804,0.1651399024548925
delay0,severe_random_walk,shuffled_state,3,24,0.625,0.13385499329860992,0.2511276817460693,0.15588033327022335,4.427169906086916,1.014607519074536,1.4954135114484675,0.00028420083769497537,0.004166666666666667,0.0,0.0,nan,0.468185312331804,0.15308446392580483
delay5,abrupt_bump,calibration_state,3,24,1.0,0.0017970728328876974,0.012617299039017413,0.15873862739259537,3.623268796005819,0.4395773549787075,2.56236065413419,9.9083044399438e-05,0.024479166666666666,3.0,0.037561237669558954,0.513888888888889,1.0643605255830142,0.0
delay5,abrupt_bump,delayed_oracle,3,24,1.0,0.001729137197640935,0.011979216198955542,0.16459922023188767,3.5111938544335364,0.01669610941511823,1.7261670766247035,1.1966614457496188e-05,0.017708333333333336,3.0,0.03655229316867379,0.4583333333333333,1.0643605255830142,0.0
delay5,abrupt_bump,frozen_start_calibration,3,24,0.5416666666666666,0.14848480113219437,0.23422329720172042,0.1357416480098217,4.106480271011539,1.0662349210258426,1.1852765459358017,0.0001839441594153358,0.0,3.0,0.16916664655791966,4.347222222222222,1.0643605255830142,0.17490556327121273
delay5,abrupt_bump,matrix_no_policy,3,24,0.625,0.17315911256605662,0.2591257885226994,0.13766602485373255,3.897658721034137,0.26764771880042587,4.078912631095761,0.0001277467602796113,0.0,3.0,0.2038179891329358,4.902777777777778,1.0643605255830142,0.1711632992203644
delay5,abrupt_bump,oracle,3,24,1.0,0.0017349319064668739,0.011976450251723883,0.1657176408203943,3.480598525755768,0.0,1.7417649856330701,6.033039724765236e-06,0.017708333333333336,3.0,0.03653421536094992,0.40277777777777773,1.0643605255830142,0.0
delay5,abrupt_bump,random_state,3,24,0.4166666666666667,0.2067260986830248,0.294974743734699,0.10669661819286175,5.220632806507653,1.2711227378741556,1.5192893585870781,0.0007009157274760058,0.0031249999999999997,3.0,0.28393965834697826,7.3125,1.0643605255830142,0.1651399024548925
delay5,abrupt_bump,scalar_context,3,24,0.625,0.14614571686836172,0.25314306079103077,0.14889887159454807,3.7339525492683756,0.9843867258707801,1.0,0.00015302151970966477,0.0,3.0,0.2521685131871685,6.069444444444444,1.0643605255830142,0.16701103448031662
delay5,abrupt_bump,shuffled_state,3,24,0.4166666666666667,0.2067260986830248,0.294974743734699,0.10669661819286175,5.220632806507653,1.2711227378741556,1.5192893585870781,0.0007009157274760058,0.0031249999999999997,3.0,0.28393965834697826,7.3125,1.0643605255830142,0.1651399024548925
delay5,random_walk,calibration_state,3,24,1.0,0.0017854972319408826,0.019692013826368537,0.18890157785600525,3.2106175850265912,0.14911189809945555,1.2179410603929226,3.171947575013445e-06,0.0,0.0,0.0,nan,0.25145170113976795,0.0
delay5,random_walk,delayed_oracle,3,24,1.0,0.0017259362607998955,0.01993705470963621,0.18945946037549344,3.2023901738330647,0.05519519846961246,1.1827201166375114,3.1199224895033177e-06,0.0,0.0,0.0,nan,0.25145170113976795,0.0
delay5,random_walk,frozen_start_calibration,3,24,1.0,0.0017737710971364579,0.02203731016815493,0.18699074219660158,3.242519897273714,0.2493760998676343,1.1602528837465595,1.3015018460674685e-05,0.0,0.0,0.0,nan,0.25145170113976795,0.0
delay5,random_walk,matrix_no_policy,3,24,1.0,0.0018728602418399947,0.03725577112667003,0.187971861581533,3.209699741930612,0.12741591763919946,1.199424395883777,1.3025432743340624e-05,0.0,0.0,0.0,nan,0.25145170113976795,0.0
delay5,random_walk,oracle,3,24,1.0,0.00173578168470254,0.02009016870431809,0.18980920599109097,3.1956509631612917,0.0,1.1817062210893459,1.6724881906497744e-06,0.0,0.0,0.0,nan,0.25145170113976795,0.0
delay5,random_walk,random_state,3,24,0.9166666666666666,0.04477680871870249,0.07684022253577885,0.16913102958156875,3.806622446496728,0.6687905103090787,1.4763148229174525,0.00013311479186655178,0.017708333333333333,0.0,0.0,nan,0.25145170113976795,0.07795119555779044
delay5,random_walk,scalar_context,3,24,0.875,0.0200014518815099,0.10911596937749563,0.19713061433367804,3.085161556306923,0.40631259375306605,1.0,8.07562009147624e-06,0.0,0.0,0.0,nan,0.25145170113976795,0.09000663408687809
delay5,random_walk,shuffled_state,3,24,0.9166666666666666,0.04477680871870249,0.07684022253577885,0.16913102958156875,3.806622446496728,0.6687905103090787,1.4763148229174525,0.00013311479186655178,0.017708333333333333,0.0,0.0,nan,0.25145170113976795,0.07795119555779044
delay5,severe_random_walk,calibration_state,3,24,1.0,0.00161757957033139,0.03812073320334089,0.19730182224002304,3.4772321515575637,0.28381919350855406,1.4686151368119325,1.5387444291299718e-05,0.012499999999999999,0.0,0.0,nan,0.468185312331804,0.0
delay5,severe_random_walk,delayed_oracle,3,24,1.0,0.0015360554007769478,0.04325701669627103,0.2007786410819261,3.420580431147433,0.12531455382010345,1.4194679970474422,1.4783305841609963e-05,0.010937500000000001,0.0,0.0,nan,0.468185312331804,0.0
delay5,severe_random_walk,frozen_start_calibration,3,24,0.9583333333333334,0.014588737484042361,0.08330791860221114,0.19355960991010976,3.533409264105597,0.4694329635248489,1.344924743611683,6.524521637486276e-05,0.0,0.0,0.0,nan,0.468185312331804,0.03897559777889522
delay5,severe_random_walk,matrix_no_policy,3,24,0.75,0.053768047426330394,0.1578657352606115,0.18038103656995497,3.7554452891583985,0.20867421425215116,1.4299475748035322,7.613667818508919e-05,0.0,0.0,0.0,nan,0.468185312331804,0.09603003085235003
delay5,severe_random_walk,oracle,3,24,1.0,0.0015324579752558469,0.03916200555676257,0.2024904710739437,3.390440776004242,0.0,1.4223490712365885,5.85836554504339e-06,0.013020833333333334,0.0,0.0,nan,0.468185312331804,0.0
delay5,severe_random_walk,random_state,3,24,0.625,0.13385499329860992,0.2511276817460693,0.15588033327022335,4.427169906086916,1.014607519074536,1.4954135114484675,0.00028420083769497537,0.004166666666666667,0.0,0.0,nan,0.468185312331804,0.15308446392580483
delay5,severe_random_walk,scalar_context,3,24,0.5833333333333334,0.09808318213232407,0.24982974378944264,0.19174794438870255,3.5724960045006244,0.7394051684768407,1.0,4.294786974962442e-05,0.0,0.0,0.0,nan,0.468185312331804,0.1651399024548925
delay5,severe_random_walk,shuffled_state,3,24,0.625,0.13385499329860992,0.2511276817460693,0.15588033327022335,4.427169906086916,1.014607519074536,1.4954135114484675,0.00028420083769497537,0.004166666666666667,0.0,0.0,nan,0.468185312331804,0.15308446392580483
